Suburb,Postcode,State,"Property
Type","Region
(SA4)",Investor Score (Out Of 100),Growth Gap Index,10 Year Growth,Yield Score,Buy Affordability Score,Rent Affordability Score,Latitude,Longitude
Sans Souci,2219,New South Wales,Unit,Sydney - Inner South West,71,68,100,54,82,65,-33.9945245640085,151.131765559542
Sans Souci,2219,New South Wales,House,Sydney - Inner South West,66,90,100,29,10,10,-33.9945245640085,151.131765559542
Sapphire Beach,2450,New South Wales,Unit,Coffs Harbour - Grafton,78,68,100,91,100,100,-30.2302773819013,153.132989053375
Sapphire Beach,2450,New South Wales,House,Coffs Harbour - Grafton,70,90,100,58,83,58,-30.2302773819013,153.132989053375
Saratoga,2251,New South Wales,Unit,Central Coast,70,68,100,26,88,100,-33.4757563491592,151.351326320246
Saratoga,2251,New South Wales,House,Central Coast,64,90,100,48,80,39,-33.4757563491592,151.351326320246
Saumarez Ponds,2350,New South Wales,House,New England and North West,66,90,74,100,100,100,-30.4989317312822,151.564088418687
Sawtell,2452,New South Wales,Unit,Coffs Harbour - Grafton,72,68,100,50,81,71,-30.3665312052288,153.097285866061
Sawtell,2452,New South Wales,House,Coffs Harbour - Grafton,70,90,100,49,58,15,-30.3665312052288,153.097285866061
Sawyers Gully,2326,New South Wales,House,Hunter Valley exc Newcastle,88,90,100,88,100,99,-32.7766185341147,151.452632981741
Scarborough (NSW),2515,New South Wales,House,Illawarra,71,90,100,43,69,58,-34.2623586447405,150.96238275933
Schofields,2762,New South Wales,Unit,Sydney - Blacktown,69,68,100,60,100,100,-33.7031027108678,150.870440726749
Schofields,2762,New South Wales,House,Sydney - Blacktown,67,90,100,52,95,76,-33.7031027108678,150.870440726749
Scone,2337,New South Wales,Unit,Hunter Valley exc Newcastle,81,68,75,100,100,100,-32.0583788724,150.867902607845
Scone,2337,New South Wales,House,Hunter Valley exc Newcastle,67,90,75,89,100,43,-32.0583788724,150.867902607845
Scotland Island,2105,New South Wales,House,Sydney - Northern Beaches,64,90,100,45,27,10,-33.6402637407321,151.290964463359
Scotts Head,2447,New South Wales,House,Mid North Coast,76,90,100,76,84,24,-30.7018205923519,152.98841799219
Seaforth (NSW),2092,New South Wales,Unit,Sydney - Northern Beaches,77,68,100,62,100,100,-33.7911219070378,151.243211630378
Seaforth (NSW),2092,New South Wales,House,Sydney - Northern Beaches,61,90,100,34,45,10,-33.7911219070378,151.243211630378
Seaham,2324,New South Wales,House,Hunter Valley exc Newcastle,77,90,100,47,92,100,-32.6713613609378,151.702000026671
Seahampton,2286,New South Wales,House,Newcastle and Lake Macquarie,82,90,100,79,92,47,-32.884136984798,151.584937770692
Sedgefield,2330,New South Wales,House,Hunter Valley exc Newcastle,67,90,100,83,100,100,-32.5449630168974,151.233030904276
Seelands,2460,New South Wales,House,Coffs Harbour - Grafton,78,90,100,68,97,81,-29.6167780253537,152.9138151299
Sefton,2162,New South Wales,Unit,Sydney - Parramatta,80,68,100,81,100,81,-33.8875949176568,151.010851137327
Sefton,2162,New South Wales,House,Sydney - Parramatta,70,90,100,44,54,18,-33.8875949176568,151.010851137327
Segenhoe,2337,New South Wales,House,Hunter Valley exc Newcastle,67,90,75,100,100,71,-32.0738505348832,150.93693710726
Seven Hills (NSW),2147,New South Wales,Unit,Sydney - Blacktown,79,68,100,64,95,84,-33.7774179468499,150.936199414413
Seven Hills (NSW),2147,New South Wales,House,Sydney - Blacktown,67,90,100,44,79,50,-33.7774179468499,150.936199414413
Shalvey,2770,New South Wales,House,Sydney - Blacktown,65,90,100,55,72,10,-33.7278600292822,150.806340829383
Shalvey,2770,New South Wales,Unit,Sydney - Blacktown,60,68,100,76,89,39,-33.7278600292822,150.806340829383
Shanes Park,2747,New South Wales,House,Sydney - Blacktown,70,90,100,53,51,10,-33.707467885476,150.791476944391
Shannon Brook,2470,New South Wales,House,Richmond - Tweed,86,90,100,90,100,100,-28.9030675360876,152.965104564504
Shannon Vale,2370,New South Wales,House,New England and North West,76,90,95,100,100,100,-29.6945274432789,151.882343131825
Sheedys Gully,2790,New South Wales,House,Central West,72,90,100,76,100,100,-33.497806529092,150.152495675284
Shell Cove,2529,New South Wales,Unit,Illawarra,81,68,100,95,100,100,-34.6049659655413,150.855689780556
Shell Cove,2529,New South Wales,House,Illawarra,66,90,100,55,86,42,-34.6049659655413,150.855689780556
Shellharbour,2529,New South Wales,Unit,Illawarra,77,68,100,89,99,53,-34.5759837516538,150.861816734157
Shellharbour,2529,New South Wales,House,Illawarra,70,90,100,45,56,20,-34.5759837516538,150.861816734157
Shellharbour City Centre,2529,New South Wales,Unit,Illawarra,61,68,100,96,69,10,-34.5647804048326,150.835998313507
Shellharbour City Centre,2529,New South Wales,House,Illawarra,61,90,100,69,39,10,-34.5647804048326,150.835998313507
Shelly Beach (NSW),2261,New South Wales,Unit,Central Coast,86,68,100,72,100,96,-33.3699556361994,151.483357652411
Shelly Beach (NSW),2261,New South Wales,House,Central Coast,58,90,100,40,44,10,-33.3699556361994,151.483357652411
Sherwood (Kempsey - NSW),2440,New South Wales,House,Mid North Coast,62,90,100,57,81,20,-31.0676920861933,152.710132894095
Shoal Bay (NSW),2315,New South Wales,Unit,Hunter Valley exc Newcastle,79,68,100,67,67,10,-32.7238670934113,152.173845321221
Shoal Bay (NSW),2315,New South Wales,House,Hunter Valley exc Newcastle,64,90,100,34,10,10,-32.7238670934113,152.173845321221
Shoalhaven Heads,2535,New South Wales,Unit,Southern Highlands and Shoalhaven,81,68,100,64,77,26,-34.8499351019416,150.740614148652
Shoalhaven Heads,2535,New South Wales,House,Southern Highlands and Shoalhaven,62,90,100,56,45,10,-34.8499351019416,150.740614148652
Shortland,2307,New South Wales,Unit,Newcastle and Lake Macquarie,69,68,100,100,97,23,-32.8746718936919,151.69214607394
Shortland,2307,New South Wales,House,Newcastle and Lake Macquarie,62,90,100,85,90,10,-32.8746718936919,151.69214607394
Silverdale (NSW),2752,New South Wales,House,Sydney - Outer West and Blue Mountains,72,90,100,54,96,100,-33.9248668139511,150.594739777355
Silverwater (Lake Macquarie - NSW),2264,New South Wales,House,Newcastle and Lake Macquarie,63,90,100,66,78,10,-33.1029437324771,151.558642239219
Silverwater (Parramatta - NSW),2128,New South Wales,House,Sydney - Parramatta,75,90,100,40,37,10,-33.8339449152021,151.042900474126
Silverwater (Parramatta - NSW),2128,New South Wales,Unit,Sydney - Parramatta,73,68,100,82,100,90,-33.8339449152021,151.042900474126
Singleton (NSW),2330,New South Wales,Unit,Hunter Valley exc Newcastle,80,68,100,100,100,91,-32.5658784340009,151.173950563177
Singleton (NSW),2330,New South Wales,House,Hunter Valley exc Newcastle,68,90,100,100,100,43,-32.5658784340009,151.173950563177
Singleton Heights,2330,New South Wales,House,Hunter Valley exc Newcastle,78,90,100,10,100,92,-32.5404345092328,151.162267722061
Singleton Heights,2330,New South Wales,Unit,Hunter Valley exc Newcastle,71,68,100,100,100,100,-32.5404345092328,151.162267722061
Skennars Head,2478,New South Wales,Unit,Richmond - Tweed,58,68,100,64,71,10,-28.8331398773277,153.588788892495
Skennars Head,2478,New South Wales,House,Richmond - Tweed,57,90,100,45,39,10,-28.8331398773277,153.588788892495
Sleepy Hollow,2483,New South Wales,House,Richmond - Tweed,69,90,100,51,32,10,-28.4184309514678,153.516061984781
Smithfield (NSW),2164,New South Wales,Unit,Sydney - Parramatta,77,68,100,10,100,100,-33.8483795494525,150.940847836719
Smithfield (NSW),2164,New South Wales,House,Sydney - Parramatta,68,90,100,46,48,10,-33.8483795494525,150.940847836719
Smiths Creek (Tweed - NSW),2484,New South Wales,House,Richmond - Tweed,59,90,100,52,39,10,-28.4293359656158,153.384213597408
Smiths Lake,2428,New South Wales,House,Mid North Coast,70,90,100,84,84,10,-32.3783959565408,152.495202792673
Smithtown,2440,New South Wales,House,Mid North Coast,68,90,100,57,73,35,-31.0149380162905,152.944794297301
Sofala,2795,New South Wales,House,Central West,72,90,100,73,68,10,-33.0522847911231,149.70472770056
Soldiers Point,2317,New South Wales,Unit,Hunter Valley exc Newcastle,79,68,100,67,88,55,-32.7065530737582,152.065610654941
Soldiers Point,2317,New South Wales,House,Hunter Valley exc Newcastle,70,90,100,47,53,10,-32.7065530737582,152.065610654941
Somersby,2250,New South Wales,House,Central Coast,76,90,100,26,75,100,-33.3755309529834,151.287577760045
Somerton (NSW),2340,New South Wales,House,New England and North West,84,90,53,99,100,97,-30.9434783368716,150.619998919116
South Albury,2640,New South Wales,Unit,Murray,78,68,100,100,100,91,-36.0982757706309,146.913650695582
South Albury,2640,New South Wales,House,Murray,68,90,100,80,88,29,-36.0982757706309,146.913650695582
South Arm (Clarence Valley - NSW),2460,New South Wales,House,Coffs Harbour - Grafton,74,90,100,68,96,79,-29.5108898646643,153.176067866044
South Arm (Nambucca Valley - NSW),2449,New South Wales,House,Mid North Coast,73,90,100,55,48,10,-30.6963636874001,152.700491665206
South Bathurst,2795,New South Wales,Unit,Central West,84,68,100,82,100,88,-33.4426814274014,149.573586083724
South Bathurst,2795,New South Wales,House,Central West,70,90,100,93,100,51,-33.4426814274014,149.573586083724
South Bowenfels,2790,New South Wales,House,Central West,84,90,100,76,100,100,-33.5193517304082,150.112528370396
South Bowenfels,2790,New South Wales,Unit,Central West,65,68,100,10,100,100,-33.5193517304082,150.112528370396
South Coogee,2034,New South Wales,Unit,Sydney - Eastern Suburbs,78,68,100,54,72,38,-33.9321951302838,151.255219279223
South Coogee,2034,New South Wales,House,Sydney - Eastern Suburbs,63,90,100,69,20,10,-33.9321951302838,151.255219279223
South Durras,2536,New South Wales,House,Capital Region,77,90,100,41,71,69,-35.6564747750604,150.283262116247
South Golden Beach,2483,New South Wales,Unit,Richmond - Tweed,59,68,100,59,85,62,-28.5002470107738,153.547646376037
South Golden Beach,2483,New South Wales,House,Richmond - Tweed,59,90,100,64,63,10,-28.5002470107738,153.547646376037
South Grafton,2460,New South Wales,Unit,Coffs Harbour - Grafton,74,68,100,100,100,44,-29.7272625031709,152.941006786399
South Grafton,2460,New South Wales,House,Coffs Harbour - Grafton,67,90,100,100,100,10,-29.7272625031709,152.941006786399
South Granville,2142,New South Wales,Unit,Sydney - Parramatta,80,68,100,100,99,10,-33.8586643312409,151.010338264644
South Granville,2142,New South Wales,House,Sydney - Parramatta,73,90,100,41,10,10,-33.8586643312409,151.010338264644
South Gundagai,2722,New South Wales,House,Riverina,73,90,100,91,100,77,-35.1046794993501,148.130783266626
South Gundurimba,2480,New South Wales,House,Richmond - Tweed,77,90,100,58,67,11,-28.8968807203241,153.255722693429
South Guyra,2365,New South Wales,House,New England and North West,75,90,74,100,93,10,-30.2398799579205,151.672703978606
South Hurstville,2221,New South Wales,Unit,Sydney - Inner South West,76,68,100,81,98,65,-33.9776597837727,151.105803835688
South Hurstville,2221,New South Wales,House,Sydney - Inner South West,60,90,100,30,38,10,-33.9776597837727,151.105803835688
South Kempsey,2440,New South Wales,Unit,Mid North Coast,72,68,100,100,100,89,-31.1202241567748,152.849116899788
South Kempsey,2440,New South Wales,House,Mid North Coast,70,90,100,100,100,10,-31.1202241567748,152.849116899788
South Lismore,2480,New South Wales,House,Richmond - Tweed,75,90,100,100,100,47,-28.8136567544443,153.257599986938
South Lismore,2480,New South Wales,Unit,Richmond - Tweed,68,68,100,94,100,92,-28.8136567544443,153.257599986938
South Littleton,2790,New South Wales,House,Central West,73,90,100,76,100,86,-33.5007883306177,150.138439240826
South Maitland,2320,New South Wales,House,Hunter Valley exc Newcastle,77,90,100,78,64,10,-32.7459092639933,151.564220042455
South Maroota,2756,New South Wales,House,Sydney - Baulkham Hills and Hawkesbury,74,90,100,18,32,67,-33.5098675786579,150.953641909972
South Murwillumbah,2484,New South Wales,House,Richmond - Tweed,72,90,100,89,84,10,-28.3354826332333,153.414405912
South Nowra,2541,New South Wales,Unit,Southern Highlands and Shoalhaven,87,68,100,100,100,94,-34.9092572419826,150.597129448881
South Nowra,2541,New South Wales,House,Southern Highlands and Shoalhaven,75,90,100,85,100,71,-34.9092572419826,150.597129448881
South Pambula,2549,New South Wales,House,Capital Region,73,90,100,70,85,39,-36.9483146071945,149.855691411382
South Penrith,2750,New South Wales,Unit,Sydney - Outer West and Blue Mountains,77,68,100,95,100,100,-33.7734816287368,150.699357092947
South Penrith,2750,New South Wales,House,Sydney - Outer West and Blue Mountains,70,90,100,54,89,84,-33.7734816287368,150.699357092947
South Tamworth,2340,New South Wales,Unit,New England and North West,81,68,53,94,100,92,-31.1117668399637,150.911181894754
South Tamworth,2340,New South Wales,House,New England and North West,79,90,53,100,100,28,-31.1117668399637,150.911181894754
South Wentworthville,2145,New South Wales,Unit,Sydney - Parramatta,75,68,100,87,100,72,-33.8215374833112,150.971726072001
South Wentworthville,2145,New South Wales,House,Sydney - Parramatta,66,90,100,51,69,10,-33.8215374833112,150.971726072001
South West Rocks,2431,New South Wales,Unit,Mid North Coast,75,68,100,72,92,58,-30.8951948107257,153.038913473142
South West Rocks,2431,New South Wales,House,Mid North Coast,73,90,100,74,65,10,-30.8951948107257,153.038913473142
South Windsor,2756,New South Wales,Unit,Sydney - Outer West and Blue Mountains,80,68,100,73,98,77,-33.6304273565278,150.804265670918
South Windsor,2756,New South Wales,House,Sydney - Outer West and Blue Mountains,70,90,100,67,83,39,-33.6304273565278,150.804265670918
South Wolumla,2550,New South Wales,House,Capital Region,63,90,100,63,87,26,-36.8577202204386,149.768514153822
Southgate,2460,New South Wales,House,Coffs Harbour - Grafton,66,90,100,68,91,62,-29.5996938616062,153.00928398766
Speers Point,2284,New South Wales,Unit,Newcastle and Lake Macquarie,80,68,100,80,100,78,-32.9642634336146,151.627550871766
Speers Point,2284,New South Wales,House,Newcastle and Lake Macquarie,58,90,100,68,85,10,-32.9642634336146,151.627550871766
Speewa,2735,New South Wales,House,Murray,67,90,100,100,100,100,-35.1955604943302,143.537388104035
Spencer,2775,New South Wales,House,Central Coast,54,90,100,26,10,10,-33.4434003497881,151.127222783402
Splitters Creek,2640,New South Wales,House,Murray,69,90,100,80,100,100,-36.0545174750302,146.849728871349
Spring Creek (NSW),2800,New South Wales,House,Central West,69,90,100,77,100,100,-33.3449619902291,149.098545634914
Spring Farm (NSW),2570,New South Wales,Unit,Sydney - Outer South West,77,68,100,50,100,100,-34.068164992022,150.726249704903
Spring Farm (NSW),2570,New South Wales,House,Sydney - Outer South West,65,90,100,65,100,75,-34.068164992022,150.726249704903
Spring Flat,2850,New South Wales,House,Central West,71,90,100,93,100,100,-32.6684992749469,149.602881110699
Spring Grove,2470,New South Wales,House,Richmond - Tweed,78,90,100,90,100,100,-28.8249935624244,153.135487679416
Spring Hill (Orange - NSW),2800,New South Wales,House,Central West,68,90,100,77,100,100,-33.4028068128757,149.153467119503
Spring Ridge,2343,New South Wales,House,New England and North West,82,90,53,100,100,99,-31.3907300975051,150.230077307213
Spring Terrace,2798,New South Wales,House,Central West,79,90,100,77,100,100,-33.4036789923479,149.094409237747
Springdale (NSW),2666,New South Wales,House,Riverina,71,90,100,97,100,100,-34.4669258772433,147.736392620854
Springdale Heights,2641,New South Wales,Unit,Murray,81,68,100,100,100,100,-36.0253213018934,146.957679216911
Springdale Heights,2641,New South Wales,House,Murray,68,90,100,100,100,52,-36.0253213018934,146.957679216911
Springfield (Central Coast - NSW),2250,New South Wales,Unit,Central Coast,76,68,100,90,100,100,-33.4276642264389,151.376337230788
Springfield (Central Coast - NSW),2250,New South Wales,House,Central Coast,71,90,100,62,93,81,-33.4276642264389,151.376337230788
Springrange,2618,New South Wales,House,Capital Region,80,90,100,48,97,100,-35.0983422681437,149.089464538852
Springside (NSW),2800,New South Wales,House,Central West,82,90,100,77,100,100,-33.3813970841315,149.043658900604
Springvale (NSW),2650,New South Wales,House,Riverina,76,90,100,10,89,100,-35.1709313055504,147.318701433789
Springwood (NSW),2777,New South Wales,Unit,Sydney - Outer West and Blue Mountains,84,75,100,67,100,100,-33.6920452554516,150.571163690348
Springwood (NSW),2777,New South Wales,House,Sydney - Outer West and Blue Mountains,71,100,100,61,87,65,-33.6920452554516,150.571163690348
St Albans (NSW),2775,New South Wales,House,Sydney - Baulkham Hills and Hawkesbury,61,90,66,57,53,10,-33.2565006272282,151.014902421373
St Andrews (NSW),2566,New South Wales,Unit,Sydney - Outer South West,75,68,100,71,100,100,-34.0244924067768,150.829045362377
St Andrews (NSW),2566,New South Wales,House,Sydney - Outer South West,73,90,100,64,93,76,-34.0244924067768,150.829045362377
St Clair (Penrith - NSW),2759,New South Wales,House,Sydney - Outer West and Blue Mountains,71,90,100,57,92,88,-33.7979326647608,150.786497971864
St Clair (Penrith - NSW),2759,New South Wales,Unit,Sydney - Outer West and Blue Mountains,67,68,100,41,100,100,-33.7979326647608,150.786497971864
St Fillans,2850,New South Wales,House,Central West,70,90,100,93,100,84,-32.4605517025299,149.636817450344
St Georges Basin,2540,New South Wales,Unit,Southern Highlands and Shoalhaven,83,68,100,77,97,68,-35.1102445471761,150.593488585534
St Georges Basin,2540,New South Wales,House,Southern Highlands and Shoalhaven,66,90,100,72,68,10,-35.1102445471761,150.593488585534
